Year,Direction of flight,Overseas port,Value,Value Unit,Value Label,Null Reason
2008,Arrivals,Melbourne,3910,number,Number of flights,
2008,Arrivals,Nadi,1246,number,Number of flights,
2008,Arrivals,Nagoya,0,number,Number of flights,
2008,Arrivals,Noumea,239,number,Number of flights,
2008,Arrivals,Tokyo,345,number,Number of flights,
2008,Arrivals,Coolangatta,904,number,Number of flights,
2008,Arrivals,Perth,328,number,Number of flights,
2008,Arrivals,Papeete,219,number,Number of flights,
2008,Arrivals,Rarotonga,593,number,Number of flights,
2008,Arrivals,Santiago,353,number,Number of flights,
2008,Arrivals,Seoul,333,number,Number of flights,
2008,Arrivals,San Francisco,345,number,Number of flights,
2008,Arrivals,Shanghai,182,number,Number of flights,
2008,Arrivals,Singapore,1421,number,Number of flights,
2008,Arrivals,Sydney,8416,number,Number of flights,
2008,Arrivals,Tonga,400,number,Number of flights,
2008,Arrivals,Taipei,75,number,Number of flights,
2008,Arrivals,Port Vila,187,number,Number of flights,
2008,Arrivals,Vancouver,142,number,Number of flights,
2008,Arrivals,Total all overseas ports,29020,number,Number of flights,
2008,Departures,Adelaide,304,number,Number of flights,
2008,Departures,Apia,649,number,Number of flights,
2008,Departures,Beijing,35,number,Number of flights,
2008,Departures,Bangkok,636,number,Number of flights,
2008,Departures,Brisbane,5080,number,Number of flights,
2008,Departures,Bandar Seri Begawan,278,number,Number of flights,
2008,Departures,Guangzhou,0,number,Number of flights,
2008,Departures,Cairns,201,number,Number of flights,
2008,Departures,Denpasar,0,number,Number of flights,
2008,Departures,Dubai,1460,number,Number of flights,
2008,Departures,Buenos Aires,198,number,Number of flights,
2008,Departures,Hong Kong,1039,number,Number of flights,
2008,Departures,Honolulu,148,number,Number of flights,
2008,Departures,Osaka,216,number,Number of flights,
2008,Departures,Kuala Lumpur,251,number,Number of flights,
2008,Departures,Los Angeles,1371,number,Number of flights,
2008,Departures,London,733,number,Number of flights,
2008,Departures,Melbourne,3953,number,Number of flights,
2008,Departures,Nadi,1241,number,Number of flights,
2008,Departures,Nagoya,0,number,Number of flights,
2008,Departures,Noumea,230,number,Number of flights,
2008,Departures,Tokyo,342,number,Number of flights,
2008,Departures,Coolangatta,906,number,Number of flights,
2008,Departures,Perth,326,number,Number of flights,
2008,Departures,Papeete,222,number,Number of flights,
2008,Departures,Rarotonga,592,number,Number of flights,
2008,Departures,Santiago,354,number,Number of flights,
2008,Departures,Seoul,333,number,Number of flights,
2008,Departures,San Francisco,348,number,Number of flights,
2008,Departures,Shanghai,232,number,Number of flights,
2008,Departures,Singapore,1462,number,Number of flights,
2008,Departures,Sydney,8372,number,Number of flights,
2008,Departures,Tonga,397,number,Number of flights,
2008,Departures,Taipei,75,number,Number of flights,
2008,Departures,Port Vila,178,number,Number of flights,
2008,Departures,Vancouver,141,number,Number of flights,
2008,Departures,Total all overseas ports,29116,number,Number of flights,
2008,Total,Adelaide,607,number,Number of flights,
2008,Total,Apia,1295,number,Number of flights,
2008,Total,Beijing,70,number,Number of flights,
2008,Total,Bangkok,1272,number,Number of flights,
2008,Total,Brisbane,10198,number,Number of flights,
2008,Total,Bandar Seri Begawan,556,number,Number of flights,
2008,Total,Guangzhou,0,number,Number of flights,
2008,Total,Cairns,402,number,Number of flights,
2008,Total,Denpasar,0,number,Number of flights,
2008,Total,Dubai,2920,number,Number of flights,
2008,Total,Buenos Aires,397,number,Number of flights,
2008,Total,Hong Kong,2052,number,Number of flights,
2008,Total,Honolulu,309,number,Number of flights,
2008,Total,Osaka,473,number,Number of flights,
2008,Total,Kuala Lumpur,502,number,Number of flights,
2008,Total,Los Angeles,2706,number,Number of flights,
2008,Total,London,1465,number,Number of flights,
2008,Total,Melbourne,7863,number,Number of flights,
2008,Total,Nadi,2487,number,Number of flights,
2008,Total,Nagoya,0,number,Number of flights,
2008,Total,Noumea,469,number,Number of flights,
2008,Total,Tokyo,687,number,Number of flights,
2008,Total,Coolangatta,1810,number,Number of flights,
2008,Total,Perth,654,number,Number of flights,
2008,Total,Papeete,441,number,Number of flights,
2008,Total,Rarotonga,1185,number,Number of flights,
2008,Total,Santiago,707,number,Number of flights,
2008,Total,Seoul,666,number,Number of flights,
2008,Total,San Francisco,693,number,Number of flights,
2008,Total,Shanghai,414,number,Number of flights,
2008,Total,Singapore,2883,number,Number of flights,
2008,Total,Sydney,16788,number,Number of flights,
2008,Total,Tonga,797,number,Number of flights,
2008,Total,Taipei,150,number,Number of flights,
2008,Total,Port Vila,365,number,Number of flights,
2008,Total,Vancouver,283,number,Number of flights,
2008,Total,Total all overseas ports,58136,number,Number of flights,
2009,Arrivals,Adelaide,283,number,Number of flights,
2009,Arrivals,Apia,687,number,Number of flights,
2009,Arrivals,Beijing,88,number,Number of flights,
2009,Arrivals,Bangkok,573,number,Number of flights,
2009,Arrivals,Brisbane,5024,number,Number of flights,
2009,Arrivals,Bandar Seri Begawan,366,number,Number of flights,
2009,Arrivals,Guangzhou,0,number,Number of flights,
2009,Arrivals,Cairns,192,number,Number of flights,
2009,Arrivals,Denpasar,2,number,Number of flights,
2009,Arrivals,Dubai,1449,number,Number of flights,
2009,Arrivals,Buenos Aires,202,number,Number of flights,
2009,Arrivals,Hong Kong,980,number,Number of flights,
2009,Arrivals,Honolulu,147,number,Number of flights,
2009,Arrivals,Osaka,183,number,Number of flights,
2009,Arrivals,Kuala Lumpur,227,number,Number of flights,
2009,Arrivals,Los Angeles,1176,number,Number of flights,
2009,Arrivals,London,705,number,Number of flights,
2009,Arrivals,Melbourne,4506,number,Number of flights,
2009,Arrivals,Nadi,1092,number,Number of flights,
2009,Arrivals,Nagoya,1,number,Number of flights,
2009,Arrivals,Noumea,218,number,Number of flights,
2009,Arrivals,Tokyo,310,number,Number of flights,
2009,Arrivals,Coolangatta,976,number,Number of flights,
2009,Arrivals,Perth,320,number,Number of flights,
2009,Arrivals,Papeete,246,number,Number of flights,
2009,Arrivals,Rarotonga,631,number,Number of flights,
2009,Arrivals,Santiago,332,number,Number of flights,
2009,Arrivals,Seoul,306,number,Number of flights,
2009,Arrivals,San Francisco,276,number,Number of flights,
2009,Arrivals,Shanghai,142,number,Number of flights,
2009,Arrivals,Singapore,1339,number,Number of flights,
2009,Arrivals,Sydney,8840,number,Number of flights,
2009,Arrivals,Tonga,367,number,Number of flights,
2009,Arrivals,Taipei,0,number,Number of flights,
2009,Arrivals,Port Vila,176,number,Number of flights,
2009,Arrivals,Vancouver,139,number,Number of flights,
2009,Arrivals,Total all overseas ports,29326,number,Number of flights,
2009,Departures,Adelaide,283,number,Number of flights,
2009,Departures,Apia,675,number,Number of flights,
2009,Departures,Beijing,89,number,Number of flights,
2009,Departures,Bangkok,572,number,Number of flights,
2009,Departures,Brisbane,4976,number,Number of flights,
2009,Departures,Bandar Seri Begawan,366,number,Number of flights,
2009,Departures,Guangzhou,0,number,Number of flights,
2009,Departures,Cairns,195,number,Number of flights,
2009,Departures,Denpasar,0,number,Number of flights,
2009,Departures,Dubai,1449,number,Number of flights,
2009,Departures,Buenos Aires,203,number,Number of flights,
2009,Departures,Hong Kong,977,number,Number of flights,
2009,Departures,Honolulu,142,number,Number of flights,
2009,Departures,Osaka,161,number,Number of flights,
2009,Departures,Kuala Lumpur,227,number,Number of flights,
2009,Departures,Los Angeles,1216,number,Number of flights,
2009,Departures,London,705,number,Number of flights,
2009,Departures,Melbourne,4541,number,Number of flights,
2009,Departures,Nadi,1093,number,Number of flights,
2009,Departures,Nagoya,0,number,Number of flights,
2009,Departures,Noumea,214,number,Number of flights,
2009,Departures,Tokyo,311,number,Number of flights,
2009,Departures,Coolangatta,989,number,Number of flights,
2009,Departures,Perth,319,number,Number of flights,
2009,Departures,Papeete,245,number,Number of flights,
2009,Departures,Rarotonga,625,number,Number of flights,
2009,Departures,Santiago,332,number,Number of flights,
2009,Departures,Seoul,304,number,Number of flights,
2009,Departures,San Francisco,277,number,Number of flights,
2009,Departures,Shanghai,148,number,Number of flights,
2009,Departures,Singapore,1366,number,Number of flights,
2009,Departures,Sydney,8821,number,Number of flights,
2009,Departures,Tonga,368,number,Number of flights,
2009,Departures,Taipei,0,number,Number of flights,
2009,Departures,Port Vila,173,number,Number of flights,
2009,Departures,Vancouver,142,number,Number of flights,
2009,Departures,Total all overseas ports,29394,number,Number of flights,
2009,Total,Adelaide,566,number,Number of flights,
2009,Total,Apia,1362,number,Number of flights,
2009,Total,Beijing,177,number,Number of flights,
2009,Total,Bangkok,1145,number,Number of flights,
2009,Total,Brisbane,10000,number,Number of flights,
2009,Total,Bandar Seri Begawan,732,number,Number of flights,
2009,Total,Guangzhou,0,number,Number of flights,
2009,Total,Cairns,387,number,Number of flights,
2009,Total,Denpasar,2,number,Number of flights,
2009,Total,Dubai,2898,number,Number of flights,
2009,Total,Buenos Aires,405,number,Number of flights,
2009,Total,Hong Kong,1957,number,Number of flights,
2009,Total,Honolulu,289,number,Number of flights,
2009,Total,Osaka,344,number,Number of flights,
2009,Total,Kuala Lumpur,454,number,Number of flights,
2009,Total,Los Angeles,2392,number,Number of flights,
2009,Total,London,1410,number,Number of flights,
2009,Total,Melbourne,9047,number,Number of flights,
2009,Total,Nadi,2185,number,Number of flights,
2009,Total,Nagoya,1,number,Number of flights,
2009,Total,Noumea,432,number,Number of flights,
2009,Total,Tokyo,621,number,Number of flights,
2009,Total,Coolangatta,1965,number,Number of flights,
2009,Total,Perth,639,number,Number of flights,
2009,Total,Papeete,491,number,Number of flights,
2009,Total,Rarotonga,1256,number,Number of flights,
2009,Total,Santiago,664,number,Number of flights,
2009,Total,Seoul,610,number,Number of flights,
2009,Total,San Francisco,553,number,Number of flights,
2009,Total,Shanghai,290,number,Number of flights,
2009,Total,Singapore,2705,number,Number of flights,
2009,Total,Sydney,17661,number,Number of flights,
2009,Total,Tonga,735,number,Number of flights,
2009,Total,Taipei,0,number,Number of flights,
2009,Total,Port Vila,349,number,Number of flights,
2009,Total,Vancouver,281,number,Number of flights,
2009,Total,Total all overseas ports,58720,number,Number of flights,
2010,Arrivals,Adelaide,244,number,Number of flights,
2010,Arrivals,Apia,689,number,Number of flights,
2010,Arrivals,Beijing,105,number,Number of flights,
2010,Arrivals,Bangkok,596,number,Number of flights,
2010,Arrivals,Brisbane,4817,number,Number of flights,
2010,Arrivals,Bandar Seri Begawan,285,number,Number of flights,
2010,Arrivals,Guangzhou,0,number,Number of flights,
2010,Arrivals,Cairns,258,number,Number of flights,
2010,Arrivals,Denpasar,0,number,Number of flights,
2010,Arrivals,Dubai,1451,number,Number of flights,
2010,Arrivals,Buenos Aires,200,number,Number of flights,
2010,Arrivals,Hong Kong,946,number,Number of flights,
2010,Arrivals,Honolulu,164,number,Number of flights,
2010,Arrivals,Osaka,198,number,Number of flights,
2010,Arrivals,Kuala Lumpur,261,number,Number of flights,
2010,Arrivals,Los Angeles,1140,number,Number of flights,
2010,Arrivals,London,637,number,Number of flights,
2010,Arrivals,Melbourne,4608,number,Number of flights,
2010,Arrivals,Nadi,1069,number,Number of flights,
2010,Arrivals,Nagoya,3,number,Number of flights,
2010,Arrivals,Noumea,221,number,Number of flights,
2010,Arrivals,Tokyo,298,number,Number of flights,
2010,Arrivals,Coolangatta,1155,number,Number of flights,
2010,Arrivals,Perth,324,number,Number of flights,
2010,Arrivals,Papeete,226,number,Number of flights,
2010,Arrivals,Rarotonga,652,number,Number of flights,
2010,Arrivals,Santiago,320,number,Number of flights,
2010,Arrivals,Seoul,320,number,Number of flights,
2010,Arrivals,San Francisco,271,number,Number of flights,
2010,Arrivals,Shanghai,156,number,Number of flights,
2010,Arrivals,Singapore,1346,number,Number of flights,
2010,Arrivals,Sydney,9104,number,Number of flights,
2010,Arrivals,Tonga,390,number,Number of flights,
2010,Arrivals,Taipei,5,number,Number of flights,
2010,Arrivals,Port Vila,175,number,Number of flights,
2010,Arrivals,Vancouver,142,number,Number of flights,
2010,Arrivals,Total all overseas ports,29962,number,Number of flights,
2010,Departures,Adelaide,245,number,Number of flights,
2010,Departures,Apia,684,number,Number of flights,
2010,Departures,Beijing,104,number,Number of flights,
2010,Departures,Bangkok,594,number,Number of flights,
2010,Departures,Brisbane,4822,number,Number of flights,
2010,Departures,Bandar Seri Begawan,285,number,Number of flights,
2010,Departures,Guangzhou,0,number,Number of flights,
2010,Departures,Cairns,258,number,Number of flights,
2010,Departures,Denpasar,2,number,Number of flights,
2010,Departures,Dubai,1451,number,Number of flights,
2010,Departures,Buenos Aires,199,number,Number of flights,
2010,Departures,Hong Kong,950,number,Number of flights,
2010,Departures,Honolulu,134,number,Number of flights,
2010,Departures,Osaka,198,number,Number of flights,
2010,Departures,Kuala Lumpur,259,number,Number of flights,
2010,Departures,Los Angeles,1202,number,Number of flights,
2010,Departures,London,638,number,Number of flights,
2010,Departures,Melbourne,4663,number,Number of flights,
2010,Departures,Nadi,1071,number,Number of flights,
2010,Departures,Nagoya,3,number,Number of flights,
2010,Departures,Noumea,221,number,Number of flights,
2010,Departures,Tokyo,297,number,Number of flights,
2010,Departures,Coolangatta,1153,number,Number of flights,
2010,Departures,Perth,328,number,Number of flights,
2010,Departures,Papeete,229,number,Number of flights,
2010,Departures,Rarotonga,647,number,Number of flights,
2010,Departures,Santiago,320,number,Number of flights,
2010,Departures,Seoul,324,number,Number of flights,
2010,Departures,San Francisco,272,number,Number of flights,
2010,Departures,Shanghai,158,number,Number of flights,
2010,Departures,Singapore,1386,number,Number of flights,
2010,Departures,Sydney,9122,number,Number of flights,
2010,Departures,Tonga,384,number,Number of flights,
2010,Departures,Taipei,5,number,Number of flights,
2010,Departures,Port Vila,171,number,Number of flights,
2010,Departures,Vancouver,142,number,Number of flights,
2010,Departures,Total all overseas ports,30061,number,Number of flights,
2010,Total,Adelaide,489,number,Number of flights,
2010,Total,Apia,1373,number,Number of flights,
2010,Total,Beijing,209,number,Number of flights,
2010,Total,Bangkok,1190,number,Number of flights,
2010,Total,Brisbane,9639,number,Number of flights,
2010,Total,Bandar Seri Begawan,570,number,Number of flights,
2010,Total,Guangzhou,0,number,Number of flights,
2010,Total,Cairns,516,number,Number of flights,
2010,Total,Denpasar,2,number,Number of flights,
2010,Total,Dubai,2902,number,Number of flights,
2010,Total,Buenos Aires,399,number,Number of flights,
2010,Total,Hong Kong,1896,number,Number of flights,
2010,Total,Honolulu,298,number,Number of flights,
2010,Total,Osaka,396,number,Number of flights,
2010,Total,Kuala Lumpur,520,number,Number of flights,
2010,Total,Los Angeles,2342,number,Number of flights,
2010,Total,London,1275,number,Number of flights,
2010,Total,Melbourne,9271,number,Number of flights,
2010,Total,Nadi,2140,number,Number of flights,
2010,Total,Nagoya,6,number,Number of flights,
2010,Total,Noumea,442,number,Number of flights,
2010,Total,Tokyo,595,number,Number of flights,
2010,Total,Coolangatta,2308,number,Number of flights,
2010,Total,Perth,652,number,Number of flights,
2010,Total,Papeete,455,number,Number of flights,
2010,Total,Rarotonga,1299,number,Number of flights,
2010,Total,Santiago,640,number,Number of flights,
2010,Total,Seoul,644,number,Number of flights,
2010,Total,San Francisco,543,number,Number of flights,
2010,Total,Shanghai,314,number,Number of flights,
2010,Total,Singapore,2732,number,Number of flights,
2010,Total,Sydney,18226,number,Number of flights,
2010,Total,Tonga,774,number,Number of flights,
2010,Total,Taipei,10,number,Number of flights,
2010,Total,Port Vila,346,number,Number of flights,
2010,Total,Vancouver,284,number,Number of flights,
2010,Total,Total all overseas ports,60023,number,Number of flights,
2011,Arrivals,Adelaide,261,number,Number of flights,
2011,Arrivals,Apia,644,number,Number of flights,
2011,Arrivals,Beijing,104,number,Number of flights,
2011,Arrivals,Bangkok,626,number,Number of flights,
2011,Arrivals,Brisbane,4797,number,Number of flights,
2011,Arrivals,Bandar Seri Begawan,185,number,Number of flights,
2011,Arrivals,Guangzhou,151,number,Number of flights,
2011,Arrivals,Cairns,322,number,Number of flights,
2011,Arrivals,Denpasar,3,number,Number of flights,
2011,Arrivals,Dubai,1457,number,Number of flights,
2011,Arrivals,Buenos Aires,168,number,Number of flights,
2011,Arrivals,Hong Kong,939,number,Number of flights,
2011,Arrivals,Honolulu,169,number,Number of flights,
2011,Arrivals,Osaka,177,number,Number of flights,
2011,Arrivals,Kuala Lumpur,462,number,Number of flights,
2011,Arrivals,Los Angeles,1182,number,Number of flights,
2011,Arrivals,London,665,number,Number of flights,
2011,Arrivals,Melbourne,4896,number,Number of flights,
2011,Arrivals,Nadi,1048,number,Number of flights,
2011,Arrivals,Nagoya,11,number,Number of flights,
2011,Arrivals,Noumea,224,number,Number of flights,
2011,Arrivals,Tokyo,262,number,Number of flights,
2011,Arrivals,Coolangatta,1166,number,Number of flights,
2011,Arrivals,Perth,346,number,Number of flights,
2011,Arrivals,Papeete,232,number,Number of flights,
2011,Arrivals,Rarotonga,691,number,Number of flights,
2011,Arrivals,Santiago,323,number,Number of flights,
2011,Arrivals,Seoul,322,number,Number of flights,
2011,Arrivals,San Francisco,295,number,Number of flights,
2011,Arrivals,Shanghai,161,number,Number of flights,
2011,Arrivals,Singapore,1232,number,Number of flights,
2011,Arrivals,Sydney,8825,number,Number of flights,
2011,Arrivals,Tonga,383,number,Number of flights,
2011,Arrivals,Taipei,143,number,Number of flights,
2011,Arrivals,Port Vila,172,number,Number of flights,
2011,Arrivals,Vancouver,146,number,Number of flights,
2011,Arrivals,Total all overseas ports,30647,number,Number of flights,
2011,Departures,Adelaide,267,number,Number of flights,
2011,Departures,Apia,637,number,Number of flights,
2011,Departures,Beijing,105,number,Number of flights,
2011,Departures,Bangkok,624,number,Number of flights,
2011,Departures,Brisbane,4813,number,Number of flights,
2011,Departures,Bandar Seri Begawan,185,number,Number of flights,
2011,Departures,Guangzhou,151,number,Number of flights,
2011,Departures,Cairns,324,number,Number of flights,
2011,Departures,Denpasar,3,number,Number of flights,
2011,Departures,Dubai,1454,number,Number of flights,
2011,Departures,Buenos Aires,168,number,Number of flights,
2011,Departures,Hong Kong,938,number,Number of flights,
2011,Departures,Honolulu,144,number,Number of flights,
2011,Departures,Osaka,113,number,Number of flights,
2011,Departures,Kuala Lumpur,464,number,Number of flights,
2011,Departures,Los Angeles,1200,number,Number of flights,
2011,Departures,London,666,number,Number of flights,
2011,Departures,Melbourne,4950,number,Number of flights,
2011,Departures,Nadi,1049,number,Number of flights,
2011,Departures,Nagoya,10,number,Number of flights,
2011,Departures,Noumea,220,number,Number of flights,
2011,Departures,Tokyo,262,number,Number of flights,
2011,Departures,Coolangatta,1161,number,Number of flights,
2011,Departures,Perth,349,number,Number of flights,
2011,Departures,Papeete,235,number,Number of flights,
2011,Departures,Rarotonga,689,number,Number of flights,
2011,Departures,Santiago,319,number,Number of flights,
2011,Departures,Seoul,321,number,Number of flights,
2011,Departures,San Francisco,297,number,Number of flights,
2011,Departures,Shanghai,160,number,Number of flights,
2011,Departures,Singapore,1277,number,Number of flights,
2011,Departures,Sydney,8790,number,Number of flights,
2011,Departures,Tonga,384,number,Number of flights,
2011,Departures,Taipei,143,number,Number of flights,
2011,Departures,Port Vila,171,number,Number of flights,
2011,Departures,Vancouver,147,number,Number of flights,
2011,Departures,Total all overseas ports,30700,number,Number of flights,
2011,Total,Adelaide,528,number,Number of flights,
2011,Total,Apia,1281,number,Number of flights,
2011,Total,Beijing,209,number,Number of flights,
2011,Total,Bangkok,1250,number,Number of flights,
2011,Total,Brisbane,9610,number,Number of flights,
2011,Total,Bandar Seri Begawan,370,number,Number of flights,
2011,Total,Guangzhou,302,number,Number of flights,
2011,Total,Cairns,646,number,Number of flights,
2011,Total,Denpasar,6,number,Number of flights,
2011,Total,Dubai,2911,number,Number of flights,
2011,Total,Buenos Aires,336,number,Number of flights,
2011,Total,Hong Kong,1877,number,Number of flights,
2011,Total,Honolulu,313,number,Number of flights,
2011,Total,Osaka,290,number,Number of flights,
2011,Total,Kuala Lumpur,926,number,Number of flights,
2011,Total,Los Angeles,2382,number,Number of flights,
2011,Total,London,1331,number,Number of flights,
2011,Total,Melbourne,9846,number,Number of flights,
2011,Total,Nadi,2097,number,Number of flights,
2011,Total,Nagoya,21,number,Number of flights,
2011,Total,Noumea,444,number,Number of flights,
2011,Total,Tokyo,524,number,Number of flights,
2011,Total,Coolangatta,2327,number,Number of flights,
2011,Total,Perth,695,number,Number of flights,
2011,Total,Papeete,467,number,Number of flights,
2011,Total,Rarotonga,1380,number,Number of flights,
2011,Total,Santiago,642,number,Number of flights,
2011,Total,Seoul,643,number,Number of flights,
2011,Total,San Francisco,592,number,Number of flights,
2011,Total,Shanghai,321,number,Number of flights,
2011,Total,Singapore,2509,number,Number of flights,
2011,Total,Sydney,17615,number,Number of flights,
2011,Total,Tonga,767,number,Number of flights,
2011,Total,Taipei,286,number,Number of flights,
2011,Total,Port Vila,343,number,Number of flights,
2011,Total,Vancouver,293,number,Number of flights,
2011,Total,Total all overseas ports,61347,number,Number of flights,
2012,Arrivals,Adelaide,284,number,Number of flights,
2012,Arrivals,Apia,660,number,Number of flights,
2012,Arrivals,Beijing,55,number,Number of flights,
2012,Arrivals,Bangkok,618,number,Number of flights,
2012,Arrivals,Brisbane,4581,number,Number of flights,
2012,Arrivals,Bandar Seri Begawan,1,number,Number of flights,
2012,Arrivals,Guangzhou,366,number,Number of flights,
2012,Arrivals,Cairns,327,number,Number of flights,
2012,Arrivals,Denpasar,34,number,Number of flights,
2012,Arrivals,Dubai,1460,number,Number of flights,
2012,Arrivals,Buenos Aires,79,number,Number of flights,
2012,Arrivals,Hong Kong,846,number,Number of flights,
2012,Arrivals,Honolulu,171,number,Number of flights,
2012,Arrivals,Osaka,169,number,Number of flights,
2012,Arrivals,Kuala Lumpur,407,number,Number of flights,
2012,Arrivals,Los Angeles,978,number,Number of flights,
2012,Arrivals,London,653,number,Number of flights,
2012,Arrivals,Melbourne,4979,number,Number of flights,
2012,Arrivals,Nadi,1038,number,Number of flights,
2012,Arrivals,Nagoya,5,number,Number of flights,
2012,Arrivals,Noumea,227,number,Number of flights,
2012,Arrivals,Tokyo,287,number,Number of flights,
2012,Arrivals,Coolangatta,1183,number,Number of flights,
2012,Arrivals,Perth,382,number,Number of flights,
2012,Arrivals,Papeete,230,number,Number of flights,
2012,Arrivals,Rarotonga,705,number,Number of flights,
2012,Arrivals,Santiago,323,number,Number of flights,
2012,Arrivals,Seoul,304,number,Number of flights,
2012,Arrivals,San Francisco,297,number,Number of flights,
2012,Arrivals,Shanghai,239,number,Number of flights,
2012,Arrivals,Singapore,1253,number,Number of flights,
2012,Arrivals,Sydney,8742,number,Number of flights,
2012,Arrivals,Tonga,391,number,Number of flights,
2012,Arrivals,Taipei,193,number,Number of flights,
2012,Arrivals,Port Vila,178,number,Number of flights,
2012,Arrivals,Vancouver,167,number,Number of flights,
2012,Arrivals,Total all overseas ports,30289,number,Number of flights,
2012,Departures,Adelaide,282,number,Number of flights,
2012,Departures,Apia,653,number,Number of flights,
2012,Departures,Beijing,52,number,Number of flights,
2012,Departures,Bangkok,619,number,Number of flights,
2012,Departures,Brisbane,4574,number,Number of flights,
2012,Departures,Bandar Seri Begawan,1,number,Number of flights,
2012,Departures,Guangzhou,366,number,Number of flights,
2012,Departures,Cairns,329,number,Number of flights,
2012,Departures,Denpasar,36,number,Number of flights,
2012,Departures,Dubai,1458,number,Number of flights,
2012,Departures,Buenos Aires,79,number,Number of flights,
2012,Departures,Hong Kong,848,number,Number of flights,
2012,Departures,Honolulu,157,number,Number of flights,
2012,Departures,Osaka,156,number,Number of flights,
2012,Departures,Kuala Lumpur,405,number,Number of flights,
2012,Departures,Los Angeles,984,number,Number of flights,
2012,Departures,London,654,number,Number of flights,
2012,Departures,Melbourne,5045,number,Number of flights,
2012,Departures,Nadi,1028,number,Number of flights,
2012,Departures,Nagoya,6,number,Number of flights,
2012,Departures,Noumea,225,number,Number of flights,
2012,Departures,Tokyo,281,number,Number of flights,
2012,Departures,Coolangatta,1185,number,Number of flights,
2012,Departures,Perth,378,number,Number of flights,
2012,Departures,Papeete,236,number,Number of flights,
2012,Departures,Rarotonga,702,number,Number of flights,
2012,Departures,Santiago,323,number,Number of flights,
2012,Departures,Seoul,304,number,Number of flights,
2012,Departures,San Francisco,298,number,Number of flights,
2012,Departures,Shanghai,243,number,Number of flights,
2012,Departures,Singapore,1272,number,Number of flights,
2012,Departures,Sydney,8759,number,Number of flights,
2012,Departures,Tonga,391,number,Number of flights,
2012,Departures,Taipei,193,number,Number of flights,
2012,Departures,Port Vila,174,number,Number of flights,
2012,Departures,Vancouver,166,number,Number of flights,
2012,Departures,Total all overseas ports,30347,number,Number of flights,
2012,Total,Adelaide,566,number,Number of flights,
2012,Total,Apia,1313,number,Number of flights,
2012,Total,Beijing,107,number,Number of flights,
2012,Total,Bangkok,1237,number,Number of flights,
2012,Total,Brisbane,9155,number,Number of flights,
2012,Total,Bandar Seri Begawan,2,number,Number of flights,
2012,Total,Guangzhou,732,number,Number of flights,
2012,Total,Cairns,656,number,Number of flights,
2012,Total,Denpasar,70,number,Number of flights,
2012,Total,Dubai,2918,number,Number of flights,
2012,Total,Buenos Aires,158,number,Number of flights,
2012,Total,Hong Kong,1694,number,Number of flights,
2012,Total,Honolulu,328,number,Number of flights,
2012,Total,Osaka,325,number,Number of flights,
2012,Total,Kuala Lumpur,812,number,Number of flights,
2012,Total,Los Angeles,1962,number,Number of flights,
2012,Total,London,1307,number,Number of flights,
2012,Total,Melbourne,10024,number,Number of flights,
2012,Total,Nadi,2066,number,Number of flights,
2012,Total,Nagoya,11,number,Number of flights,
2012,Total,Noumea,452,number,Number of flights,
2012,Total,Tokyo,568,number,Number of flights,
2012,Total,Coolangatta,2368,number,Number of flights,
2012,Total,Perth,760,number,Number of flights,
2012,Total,Papeete,466,number,Number of flights,
2012,Total,Rarotonga,1407,number,Number of flights,
2012,Total,Santiago,646,number,Number of flights,
2012,Total,Seoul,608,number,Number of flights,
2012,Total,San Francisco,595,number,Number of flights,
2012,Total,Shanghai,482,number,Number of flights,
2012,Total,Singapore,2525,number,Number of flights,
2012,Total,Sydney,17501,number,Number of flights,
2012,Total,Tonga,782,number,Number of flights,
2012,Total,Taipei,386,number,Number of flights,
2012,Total,Port Vila,352,number,Number of flights,
2012,Total,Vancouver,333,number,Number of flights,
2012,Total,Total all overseas ports,60636,number,Number of flights,
2013,Arrivals,Adelaide,303,number,Number of flights,
2013,Arrivals,Apia,659,number,Number of flights,
2013,Arrivals,Beijing,0,number,Number of flights,
2013,Arrivals,Bangkok,610,number,Number of flights,
2013,Arrivals,Brisbane,4483,number,Number of flights,
2013,Arrivals,Bandar Seri Begawan,1,number,Number of flights,
2013,Arrivals,Guangzhou,377,number,Number of flights,
2013,Arrivals,Cairns,193,number,Number of flights,
2013,Arrivals,Denpasar,41,number,Number of flights,
2013,Arrivals,Dubai,1455,number,Number of flights,
2013,Arrivals,Buenos Aires,1,number,Number of flights,
2013,Arrivals,Hong Kong,831,number,Number of flights,
2013,Arrivals,Honolulu,320,number,Number of flights,
2013,Arrivals,Osaka,105,number,Number of flights,
2013,Arrivals,Kuala Lumpur,324,number,Number of flights,
2013,Arrivals,Los Angeles,900,number,Number of flights,
2013,Arrivals,London,417,number,Number of flights,
2013,Arrivals,Melbourne,5157,number,Number of flights,
2013,Arrivals,Nadi,1058,number,Number of flights,
2013,Arrivals,Nagoya,5,number,Number of flights,
2013,Arrivals,Noumea,229,number,Number of flights,
2013,Arrivals,Tokyo,339,number,Number of flights,
2013,Arrivals,Coolangatta,1215,number,Number of flights,
2013,Arrivals,Perth,362,number,Number of flights,
2013,Arrivals,Papeete,229,number,Number of flights,
2013,Arrivals,Rarotonga,707,number,Number of flights,
2013,Arrivals,Santiago,302,number,Number of flights,
2013,Arrivals,Seoul,253,number,Number of flights,
2013,Arrivals,San Francisco,351,number,Number of flights,
